main_topic_id|main_topic_name|sub_topic_id|sub_topic_name|question_id
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|5337223480213504
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|4660993865023488
5878262490202112|Arithmetic Reasoning|5165552922263552|Distance, Rate, & Time Extended 1|5931456278822912
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|6225759200870400
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|5263961639354368
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|6007292434579456
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|5331935972818944
4643957105491968|Mechanical Comprehension|5643629490077696|Machines 1|4731984439934976
5861375517655040|Auto and Shop Information|6226772098023424|Mechanical Systems 1|6022471251656704
5533861310103552|General Science|5964665075007488|Ecology Extended 3|4966945271054336
5984778887102464|Paragraph Comprehension|5040172584402944|Word Meaning in Context Extended 3|4801400051597312
5984778887102464|Paragraph Comprehension|6503143135248384|Main Idea Extended 2|5682287375024128
5533861310103552|General Science|4819397214470144|Physical Science 1|4808610414592000
5861375517655040|Auto and Shop Information|5216035095445504|Automotive Knowledge Extended 1|6201197513932800
5878262490202112|Arithmetic Reasoning|6246020195287040|Ratio & Proportion 1|6753899216109568
5945201837211648|Mathematics Knowledge|5705996265586688|Algebra Extended 1|5040222018469888
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|6320215463821312
6473544454111232|Word Knowledge|4673555786629120|Contextualised Questions Extended 1|6129610097950720
5533861310103552|General Science|5461107028262912|Nutrition & Health Extended 1|5061539350446080
4643957105491968|Mechanical Comprehension|5643629490077696|Machines 1|6103511412506624
5984778887102464|Paragraph Comprehension|5724408094130176|Wider Implications 2|5083034028081152
5878262490202112|Arithmetic Reasoning|5190489032622080|Math Operations 1|5147929104875520
5533861310103552|General Science|5618955666325504|Cellular Biology Extended 1|5574527316656128
5878262490202112|Arithmetic Reasoning|6083847531790336|Statistics Extended 1|4975129775833088
5878262490202112|Arithmetic Reasoning|4979382800089088|Statistics 1|6141886408425472
5878262490202112|Arithmetic Reasoning|6703417032441856|Unit Conversion  1|6067885833191424
5533861310103552|General Science|5639004573663232|Physical Science Extended 2|4528721167908864
5878262490202112|Arithmetic Reasoning|6007742816845824|Ratio & Proportion Extended 1|5756193066713088
5533861310103552|General Science|5945297121312768|Physical Science 2|5013833347235840
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|4943090672467968
5878262490202112|Arithmetic Reasoning|4726139650048000|Fraction Extended 3|6571001781420032
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|4750174733729792
5533861310103552|General Science|6588707205283840|Human Body Systems Extended 2|6149786151419904
6473544454111232|Word Knowledge|6731324547137536|Synonym-based Questions Extended 2|4854708648804352
5549399260266496|Electronics Information|6638202945273856|Electricity Extended 1|5078235255668736
4643957105491968|Mechanical Comprehension|4799204559945728|Fundamentals of Mechanics 1|5748744395948032
5878262490202112|Arithmetic Reasoning|6394770909822976|Geometry Extended 2|6166770154995712
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|6468338551095296
5549399260266496|Electronics Information|6051548371091456|Electricity 1|5388552114274304
5984778887102464|Paragraph Comprehension|6037264542990336|Finding Information Extended 1|5916689686331392
5533861310103552|General Science|4583197996220416|Earth Science Extended 2|4856357354209280
5533861310103552|General Science|5023671991140352|Nutrition & Health 1|6073848847925248
4643957105491968|Mechanical Comprehension|4596897775878144|Machines Extended 3|6660674121891840
4643957105491968|Mechanical Comprehension|4799204559945728|Fundamentals of Mechanics 1|6456690331353088
4830925621821440|Assembling Objects|5718254613954560|Connection Items 1|5060064542982144
5533861310103552|General Science|6117465406832640|Ecology Extended 1|6125225473212416
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|5754020629053440
5533861310103552|General Science|6316508795895808|Cellular Biology Extended 2|6583569753309184
4830925621821440|Assembling Objects|4873829683822592|Puzzle Items 1|6390584207998976
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|4530569566224384
5878262490202112|Arithmetic Reasoning|5460007424360448|Percentage Extended 1|6442288322445312
5878262490202112|Arithmetic Reasoning|6666387997065216|Number Properties Extended 2|4665377229373440
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|4986149196005376
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|5198348397051904
5984778887102464|Paragraph Comprehension|6076251815018496|Finding Information 1|5999349429436416
5878262490202112|Arithmetic Reasoning|6155878117933056|Equations Extended 2|6015140629577728
5984778887102464|Paragraph Comprehension|4912312079089664|Finding Information Extended 2|5052102124503040
4643957105491968|Mechanical Comprehension|4799204559945728|Fundamentals of Mechanics 1|4542666039623680
5533861310103552|General Science|5946170165690368|Earth Science Extended 1|4760718029094912
5878262490202112|Arithmetic Reasoning|5595905113718784|Distance, Rate, & Time Extended 3|6100112170287104
4643957105491968|Mechanical Comprehension|5080679536656384|Machines 2|4591246951579648
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|6030216889630720
5861375517655040|Auto and Shop Information|5026661288378368|Woodworking Extended 1|6323778699132928
5533861310103552|General Science|5241609679536128|Human Body Systems 1|5037308833169408
5861375517655040|Auto and Shop Information|5691986191319040|Woodworking Extended 3|5646479536422912
4643957105491968|Mechanical Comprehension|6070407060783104|Machines Extended 2|5133465984958464
5861375517655040|Auto and Shop Information|4888261377916928|Metal Shop Extended 2|6125407514394624
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|6374716753313792
5878262490202112|Arithmetic Reasoning|4627539079200768|Distance, Rate, & Time 1|5215720969338880
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|6484635401846784
5984778887102464|Paragraph Comprehension|5654559737249792|Finding Information Extended 3|5364229745934336
5533861310103552|General Science|5945297121312768|Physical Science 2|6720629057257472
5533861310103552|General Science|6413265819140096|Nutrition & Health Extended 2|4933996001624064
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|5469068775653376
4830925621821440|Assembling Objects|5718254613954560|Connection Items 1|5333866527064064
5878262490202112|Arithmetic Reasoning|5486345732489216|Fraction Extended 1|4685978040008704
5878262490202112|Arithmetic Reasoning|5184035106062336|Ratio & Proportion Extended 2|5641843857424384
4830925621821440|Assembling Objects|4873829683822592|Puzzle Items 1|6570501461770240
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|5997588157300736
5878262490202112|Arithmetic Reasoning|4979382800089088|Statistics 1|6556571372879872
5984778887102464|Paragraph Comprehension|5544674919972864|Main Idea Extended 1|5306075796471808
5549399260266496|Electronics Information|6051548371091456|Electricity 1|5152123643756544
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|5406186964779008
5878262490202112|Arithmetic Reasoning|5119311651799040|Fraction Extended 2|4550711400464384
5878262490202112|Arithmetic Reasoning|4557170335023104|Unit Conversion  2|5160856520228864
5533861310103552|General Science|5241609679536128|Human Body Systems 1|4980092251930624
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|4654758042271744
5878262490202112|Arithmetic Reasoning|4627539079200768|Distance, Rate, & Time 1|6249846719643648
5533861310103552|General Science|6367509586378752|Ecology 1|6201039080390656
5533861310103552|General Science|6483823432826880|Earth Science Extended 3|4821172982120448
5878262490202112|Arithmetic Reasoning|6515234273492992|Distance, Rate, & Time Extended 2|5430019786539008
5984778887102464|Paragraph Comprehension|6639201768439808|Main Idea 1|6602169463603200
5533861310103552|General Science|5603096768020480|Human Body Systems Extended 1|6648098549923840
5878262490202112|Arithmetic Reasoning|4761575906869248|Geometry Extended 1|6039834988642304
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|5731816856092672
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|6509117671735296
4830925621821440|Assembling Objects|4873829683822592|Puzzle Items 1|4735657073180672
5878262490202112|Arithmetic Reasoning|6246020195287040|Ratio & Proportion 1|6311979763367936
4643957105491968|Mechanical Comprehension|6686581456896000|Machines Extended 1|4940593071390720
5878262490202112|Arithmetic Reasoning|4838645311733760|Ratio & Proportion 2|5929554902253568
5533861310103552|General Science|6572076420825088|Physical Science Extended 1|6734348380274688
5549399260266496|Electronics Information|5518281632907264|Electrical Systems Extended 1|4552923845492736
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|4896949570371584
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|6262320512630784
5878262490202112|Arithmetic Reasoning|6486168484970496|Equations Extended 3|5343446936059904
5984778887102464|Paragraph Comprehension|6076251815018496|Finding Information 1|5722803649118208
5878262490202112|Arithmetic Reasoning|5161978528006144|Number Properties Extended 1|5751910137069568
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|5881133323517952
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|5961117106962432
5549399260266496|Electronics Information|5770073394380800|Electrical Systems 1|5085517559365632
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|6477806504509440
5878262490202112|Arithmetic Reasoning|5165552922263552|Distance, Rate, & Time Extended 1|6072193767178240
5878262490202112|Arithmetic Reasoning|4872818244190208|Statistics Extended 2|5714613177942016
5984778887102464|Paragraph Comprehension|6447547467956224|Word Meaning in Context Extended 2|6110918308003840
5984778887102464|Paragraph Comprehension|5724408094130176|Wider Implications 2|5148698575110144
5533861310103552|General Science|5964665075007488|Ecology Extended 3|4896576526876672
5984778887102464|Paragraph Comprehension|5040172584402944|Word Meaning in Context Extended 3|4942137539952640
5984778887102464|Paragraph Comprehension|6503143135248384|Main Idea Extended 2|5823024863379456
5984778887102464|Paragraph Comprehension|5724408094130176|Wider Implications 2|5638653680287744
5533861310103552|General Science|6558426519830528|Ecology Extended 2|5714001589698560
5878262490202112|Arithmetic Reasoning|4557170335023104|Unit Conversion  2|5434656658817024
5533861310103552|General Science|6367509586378752|Ecology 1|5632935166214144
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|6624058630209536
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|4999616468615168
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|5990739932610560
5945201837211648|Mathematics Knowledge|5705996265586688|Algebra Extended 1|5180959506825216
5861375517655040|Auto and Shop Information|4766215679508480|Woodworking Extended 2|6614444662587392
5945201837211648|Mathematics Knowledge|5661873370300416|Geometry 1|6495414662463488
6473544454111232|Word Knowledge|6005883070840832|Contextualised Questions 2|6742906951958528
5984778887102464|Paragraph Comprehension|6076251815018496|Finding Information 1|6483078610419712
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|6725558253649920
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|5565452640059392
5878262490202112|Arithmetic Reasoning|4979382800089088|Statistics 1|6383329572028416
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|4663305094299648
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|6055594039443456
5878262490202112|Arithmetic Reasoning|4872818244190208|Statistics Extended 2|6559038108073984
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|6220431025504256
5984778887102464|Paragraph Comprehension|5724408094130176|Wider Implications 2|4726486110044160
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|6576241786224640
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|5088840823865344
4830925621821440|Assembling Objects|5718254613954560|Connection Items 1|5580082003312640
5984778887102464|Paragraph Comprehension|6639201768439808|Main Idea 1|5445363240534016
5878262490202112|Arithmetic Reasoning|4627539079200768|Distance, Rate, & Time 1|5889767298301952
5533861310103552|General Science|5241609679536128|Human Body Systems 1|5782467271196672
4643957105491968|Mechanical Comprehension|6686581456896000|Machines Extended 1|5151699303923712
4643957105491968|Mechanical Comprehension|5080679536656384|Machines 2|6700521798762496
5878262490202112|Arithmetic Reasoning|6457126427820032|Number Properties 1|6351767367319552
6473544454111232|Word Knowledge|6428095535906816|Synonym-based Questions 1|5646949141184512
5533861310103552|General Science|6572076420825088|Physical Science Extended 1|5942700008275968
5878262490202112|Arithmetic Reasoning|6394770909822976|Geometry Extended 2|6307507643351040
5984778887102464|Paragraph Comprehension|5679428805853184|Main Idea Extended 3|4669458656264192
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|5040352387923968
6473544454111232|Word Knowledge|5020720652353536|Synonym-based Questions 2|5319162035437568
5878262490202112|Arithmetic Reasoning|6140467079020544|Geometry 1|5840108047564800
5861375517655040|Auto and Shop Information|6226772098023424|Mechanical Systems 1|6500503829610496
5533861310103552|General Science|5945297121312768|Physical Science 2|4597520153968640
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|5620341953003520
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|5676464156442624
5878262490202112|Arithmetic Reasoning|6486168484970496|Equations Extended 3|4512216145461248
5878262490202112|Arithmetic Reasoning|4557170335023104|Unit Conversion  2|5391987970670592
5945201837211648|Mathematics Knowledge|5380398393589760|Algebra 2|6062422936780800
5984778887102464|Paragraph Comprehension|5654559737249792|Finding Information Extended 3|4942017280868352
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|6373070405107712
5861375517655040|Auto and Shop Information|4537922237759488|Woodworking 1|5825932340232192
5878262490202112|Arithmetic Reasoning|5486345732489216|Fraction Extended 1|5530402970140672
5878262490202112|Arithmetic Reasoning|4838645311733760|Ratio & Proportion 2|5506297250185216
5861375517655040|Auto and Shop Information|4690630965985280|Mechanical Systems Extended 3|5464221416423424
5861375517655040|Auto and Shop Information|6380715671289856|Metal Shop Extended 3|5804154656129024
5533861310103552|General Science|4972937287303168|Nutrition & Health Extended 3|4657225381445632
4830925621821440|Assembling Objects|4873829683822592|Puzzle Items 1|6148288996704256
5533861310103552|General Science|5945297121312768|Physical Science 2|5009870099054592
5533861310103552|General Science|5023671991140352|Nutrition & Health 1|4834503956627456
5878262490202112|Arithmetic Reasoning|6140467079020544|Geometry 1|5395715196977152
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|6419800622366720
5945201837211648|Mathematics Knowledge|5712882842992640|Geometry Extended 1|5204180985708544
5861375517655040|Auto and Shop Information|4698664433876992|Mechanical Systems Extended 1|5722804217446400
5549399260266496|Electronics Information|5488598417670144|Electricity 2|4729911178690560
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|6592002839805952
5878262490202112|Arithmetic Reasoning|4838645311733760|Ratio & Proportion 2|6132747389108224
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|4565753938313216
5878262490202112|Arithmetic Reasoning|5595905113718784|Distance, Rate, & Time Extended 3|6240849658642432
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|5499182972403712
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|5948185497305088
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|6687039191777280
5878262490202112|Arithmetic Reasoning|4966711639932928|Statistics Extended 3|6409270895575040
5878262490202112|Arithmetic Reasoning|6401807945302016|Equations Extended 1|6261070456946688
4643957105491968|Mechanical Comprehension|5080679536656384|Machines 2|5479361933213696
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|4939501354876928
5533861310103552|General Science|5945297121312768|Physical Science 2|6522800581902336
5533861310103552|General Science|4678659726114816|Earth Science 1|4796854854221824
5533861310103552|General Science|5023671991140352|Nutrition & Health 1|6655189509472256
5945201837211648|Mathematics Knowledge|5705996265586688|Algebra Extended 1|5092998576603136
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|4893265025302528
6473544454111232|Word Knowledge|4673555786629120|Contextualised Questions Extended 1|6235163214217216
5533861310103552|General Science|5461107028262912|Nutrition & Health Extended 1|5074733489979392
4643957105491968|Mechanical Comprehension|5925104466788352|Fundamentals of Mechanics 2|6314617645039616
5984778887102464|Paragraph Comprehension|5724408094130176|Wider Implications 2|6653666289254400
5878262490202112|Arithmetic Reasoning|4627539079200768|Distance, Rate, & Time 1|4725716639809536
5533861310103552|General Science|5618955666325504|Cellular Biology Extended 1|4835655502790656
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|6003884914900992
5945201837211648|Mathematics Knowledge|5098923416879104|Geometry 2|5387028894056448
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|5826447736307712
4643957105491968|Mechanical Comprehension|5668232136491008|Fundamentals of Mechanics Extended 1|6659556423761920
5878262490202112|Arithmetic Reasoning|6007742816845824|Ratio & Proportion Extended 1|6600617996845056
5533861310103552|General Science|4678659726114816|Earth Science 1|5119386463502336
5878262490202112|Arithmetic Reasoning|5542332753510400|Fraction 1|5867767636951040
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|5816088040308736
5533861310103552|General Science|6508247074734080|Cellular Biology 1|5167228641083392
5878262490202112|Arithmetic Reasoning|4726139650048000|Fraction Extended 3|6148789316354048
5533861310103552|General Science|5160459317542912|Human Body Systems Extended 3|5846347877974016
5984778887102464|Paragraph Comprehension|6076251815018496|Finding Information 1|6124107357749248
5984778887102464|Paragraph Comprehension|6427577656803328|Word Meaning in Context Extended 1|5177817872465920
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|6037103970353152
5984778887102464|Paragraph Comprehension|4815248745824256|Wider Implications Extended 1|5409379918544896
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|4966339649208320
5878262490202112|Arithmetic Reasoning|4849791984992256|Unit Conversion  Extended 1|6021359205351424
5533861310103552|General Science|4583197996220416|Earth Science Extended 2|5278569819275264
5878262490202112|Arithmetic Reasoning|4838645311733760|Ratio & Proportion 2|6143494437470208
5549399260266496|Electronics Information|5488598417670144|Electricity 2|4916702393401344
5533861310103552|General Science|6350790444711936|Cellular Biology Extended 3|5084153049513984
5533861310103552|General Science|5603096768020480|Human Body Systems Extended 1|5944411108147200
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|5379066528006144
5878262490202112|Arithmetic Reasoning|5542332753510400|Fraction 1|4815683151986688
5549399260266496|Electronics Information|5488598417670144|Electricity 2|5202682522370048
5878262490202112|Arithmetic Reasoning|5125704442183680|Geometry Extended 3|4681113989545984
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|6101140590559232
6473544454111232|Word Knowledge|4524639741018112|Synonym-based Questions Extended 1|4753338159595520
5861375517655040|Auto and Shop Information|5463924526809088|Metal Shop Extended 1|6488064310378496
5533861310103552|General Science|6316508795895808|Cellular Biology Extended 2|6161357288243200
4643957105491968|Mechanical Comprehension|5925104466788352|Fundamentals of Mechanics 2|4779952949952512
5878262490202112|Arithmetic Reasoning|5894176474398720|Equations 1|4933113933201408
5878262490202112|Arithmetic Reasoning|4557170335023104|Unit Conversion  2|5825761011302400
5878262490202112|Arithmetic Reasoning|5325854750015488|Number Properties Extended 3|5509802159505408
5984778887102464|Paragraph Comprehension|6076251815018496|Finding Information 1|5820912496541696
5984778887102464|Paragraph Comprehension|5724408094130176|Wider Implications 2|5120701931454464
5878262490202112|Arithmetic Reasoning|6457126427820032|Number Properties 1|4706287382167552
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|6343486670372864
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|4774273526792192
5878262490202112|Arithmetic Reasoning|6155878117933056|Equations Extended 2|6437353094643712
5984778887102464|Paragraph Comprehension|4912312079089664|Finding Information Extended 2|5078490403569664
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|5662809247449088
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|4701011685933056
5878262490202112|Arithmetic Reasoning|5753438986043392|Distance, Rate, & Time 2|6288767411290112
5945201837211648|Mathematics Knowledge|6506298300432384|Algebra 3|4768986019397632
4643957105491968|Mechanical Comprehension|5925104466788352|Fundamentals of Mechanics 2|5435671881711616
5861375517655040|Auto and Shop Information|5100872191180800|Metal Shop 1|6303946228367360
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|6452429354696704
5984778887102464|Paragraph Comprehension|5040172584402944|Word Meaning in Context Extended 3|5082875028307968
5861375517655040|Auto and Shop Information|5026661288378368|Woodworking Extended 1|5901566234066944
5533861310103552|General Science|5023671991140352|Nutrition & Health 1|5090085391302656
5861375517655040|Auto and Shop Information|5216035095445504|Automotive Knowledge Extended 1|5638247560511488
5861375517655040|Auto and Shop Information|4888261377916928|Metal Shop Extended 2|6230960630661120
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|6190949262688256
5878262490202112|Arithmetic Reasoning|4557170335023104|Unit Conversion  2|6485282465513472
5945201837211648|Mathematics Knowledge|5705996265586688|Algebra Extended 1|5321696995180544
5861375517655040|Auto and Shop Information|6455470516600832|Automotive Knowledge 2|5757265510400000
5984778887102464|Paragraph Comprehension|5513301861597184|Finding Information 2|4520084074659840
5861375517655040|Auto and Shop Information|5582728330215424|Mechanical Systems Extended 2|5007290314784768
5878262490202112|Arithmetic Reasoning|6083847531790336|Statistics Extended 1|5256604752543744
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|6423361385136128
5878262490202112|Arithmetic Reasoning|6316388939464704|Math Operations 2|6349360809902080
5533861310103552|General Science|5639004573663232|Physical Science Extended 2|5601844516618240
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|6361168513859584
5945201837211648|Mathematics Knowledge|6506298300432384|Algebra 3|5224565649178624
5878262490202112|Arithmetic Reasoning|5542332753510400|Fraction 1|5453862175506432
5533861310103552|General Science|6588707205283840|Human Body Systems Extended 2|6431261128130560
6473544454111232|Word Knowledge|6731324547137536|Synonym-based Questions Extended 2|5136183625515008
5878262490202112|Arithmetic Reasoning|4909014055911424|Math Operations 3|5677209165496320
4643957105491968|Mechanical Comprehension|5080679536656384|Machines 2|6524599938318336
5549399260266496|Electronics Information|6638202945273856|Electricity Extended 1|4515285302247424
4643957105491968|Mechanical Comprehension|5080679536656384|Machines 2|6663538070257664
5878262490202112|Arithmetic Reasoning|6394770909822976|Geometry Extended 2|6448245131706368
6473544454111232|Word Knowledge|5020720652353536|Synonym-based Questions 2|5905388597673984
5549399260266496|Electronics Information|5207123440959488|Electrical Systems 2|4825602160852992
5984778887102464|Paragraph Comprehension|6037264542990336|Finding Information Extended 1|6198164663042048
4643957105491968|Mechanical Comprehension|4596897775878144|Machines Extended 3|6097724168470528
5533861310103552|General Science|5945297121312768|Physical Science 2|4738257642323968
4643957105491968|Mechanical Comprehension|5925104466788352|Fundamentals of Mechanics 2|5893740377931776
5533861310103552|General Science|6117465406832640|Ecology Extended 1|6406700449923072
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|6668814303363072
5533861310103552|General Science|6316508795895808|Cellular Biology Extended 2|6020619799887872
4830925621821440|Assembling Objects|5155304660533248|Connection Items 2|5827634254577664
5945201837211648|Mathematics Knowledge|5098923416879104|Geometry 2|5603692914933760
5878262490202112|Arithmetic Reasoning|5460007424360448|Percentage Extended 1|5879338369024000
5549399260266496|Electronics Information|6333023347802112|Electrical Systems 3|5687375789293568
5878262490202112|Arithmetic Reasoning|6668232660353024|Fraction 2|5435928506007552
5861375517655040|Auto and Shop Information|6380715671289856|Metal Shop Extended 3|5733785911951360
5878262490202112|Arithmetic Reasoning|6666387997065216|Number Properties Extended 2|5369064671150080
5945201837211648|Mathematics Knowledge|6506298300432384|Algebra 3|5267624172716032
5984778887102464|Paragraph Comprehension|5513301861597184|Finding Information 2|6280824406147072
5945201837211648|Mathematics Knowledge|5712882842992640|Geometry Extended 1|5344918474063872
5878262490202112|Arithmetic Reasoning|6155878117933056|Equations Extended 2|6296615606288384
5984778887102464|Paragraph Comprehension|4912312079089664|Finding Information Extended 2|5333577101213696
4643957105491968|Mechanical Comprehension|5925104466788352|Fundamentals of Mechanics 2|5563012830199808
5533861310103552|General Science|5946170165690368|Earth Science Extended 1|5464405470871552
5878262490202112|Arithmetic Reasoning|4909014055911424|Math Operations 3|5850520658903040
5878262490202112|Arithmetic Reasoning|5595905113718784|Distance, Rate, & Time Extended 3|6381587146997760
5549399260266496|Electronics Information|6333023347802112|Electrical Systems 3|5237597385261056
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|6088922985660416
6473544454111232|Word Knowledge|5442933117419520|Contextualised Questions 3|6311691866341376
5549399260266496|Electronics Information|6333023347802112|Electrical Systems 3|4869132610699264
5945201837211648|Mathematics Knowledge|5098923416879104|Geometry 2|5811766799892480
5533861310103552|General Science|6367509586378752|Ecology 1|6157679103836160
6473544454111232|Word Knowledge|6568833024262144|Contextualised Questions 4|4906118822232064
4830925621821440|Assembling Objects|4873829683822592|Puzzle Items 1|4770916573642752
5861375517655040|Auto and Shop Information|5048095633047552|Automotive Knowledge 3|5685194851876864
5878262490202112|Arithmetic Reasoning|5184035106062336|Ratio & Proportion Extended 2|6741355485200384
4830925621821440|Assembling Objects|4873829683822592|Puzzle Items 1|6007551508348928
5878262490202112|Arithmetic Reasoning|4838645311733760|Ratio & Proportion 2|5020018267914240
5878262490202112|Arithmetic Reasoning|6527495171997696|Percentage 2|5993621419458560
5984778887102464|Paragraph Comprehension|5544674919972864|Main Idea Extended 1|4743125843050496
5533861310103552|General Science|5160459317542912|Human Body Systems Extended 3|5670426017529856
5878262490202112|Arithmetic Reasoning|4557170335023104|Unit Conversion  2|4843237011357696
5878262490202112|Arithmetic Reasoning|5119311651799040|Fraction Extended 2|5571058191040512
5878262490202112|Arithmetic Reasoning|4697907823378432|Percentage 3|4597906566807552
5984778887102464|Paragraph Comprehension|6427577656803328|Word Meaning in Context Extended 1|5318555360821248
5878262490202112|Arithmetic Reasoning|4697907823378432|Percentage 3|5510174800347136
5878262490202112|Arithmetic Reasoning|6451628357976064|Math Operations Extended 1|6513940414595072
5878262490202112|Arithmetic Reasoning|6140467079020544|Geometry 1|5358445484048384
5861375517655040|Auto and Shop Information|5691986191319040|Woodworking Extended 3|5067627667914752
5878262490202112|Arithmetic Reasoning|4697907823378432|Percentage 3|5686896766222336
5533861310103552|General Science|4678659726114816|Earth Science 1|5638089126969344
5878262490202112|Arithmetic Reasoning|4849791984992256|Unit Conversion  Extended 1|6162096693706752
5533861310103552|General Science|6483823432826880|Earth Science Extended 3|5102647958831104
5878262490202112|Arithmetic Reasoning|6515234273492992|Distance, Rate, & Time Extended 2|4867069833117696
5533861310103552|General Science|6350790444711936|Cellular Biology Extended 3|5224890537869312
5984778887102464|Paragraph Comprehension|5513301861597184|Finding Information 2|6039219510181888
5533861310103552|General Science|5603096768020480|Human Body Systems Extended 1|6085148596502528
5878262490202112|Arithmetic Reasoning|4761575906869248|Geometry Extended 1|6321309965352960
5878262490202112|Arithmetic Reasoning|4909014055911424|Math Operations 3|5519804016361472
5878262490202112|Arithmetic Reasoning|4909014055911424|Math Operations 3|4956420640342016
5549399260266496|Electronics Information|5488598417670144|Electricity 2|5343420010725376
5861375517655040|Auto and Shop Information|6226772098023424|Mechanical Systems 1|5946167718313984
4830925621821440|Assembling Objects|5155304660533248|Connection Items 2|5439344514957312
5861375517655040|Auto and Shop Information|5463924526809088|Metal Shop Extended 1|6628801798733824
5549399260266496|Electronics Information|5518281632907264|Electrical Systems Extended 1|5573270636068864
5878262490202112|Arithmetic Reasoning|6486168484970496|Equations Extended 3|4780496982638592
5984778887102464|Paragraph Comprehension|5513301861597184|Finding Information 2|6637597323427840
5878262490202112|Arithmetic Reasoning|5161978528006144|Number Properties Extended 1|6666703811379200
5533861310103552|General Science|6508247074734080|Cellular Biology 1|5985225295265792
5878262490202112|Arithmetic Reasoning|5165552922263552|Distance, Rate, & Time Extended 1|6353668743888896
5878262490202112|Arithmetic Reasoning|4872818244190208|Statistics Extended 2|6629406852251648
